商品名,カテゴリ,AmazonURL,AliExpressURL,マッチング精度,Amazon価格,Amazon型番,AmazonEnglishTitle,AliExpressTitle
UGREEN Nexode 巻き取り式 USB-Cケーブル内蔵 充電器 45W,ケーブル,https://www.amazon.co.jp/dp/B0DNSQWV5M,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVYQ1dAUPg3viUtkVyh5YcRaGL2IY8UfJY7RZImXJLkMX5tMVh5JFE3VzZ1bbAtyADJvK5ALw7q05XxJbgNjCgG4lkxzmg5fhF3dmgfYj9qjg0gMJR3mQckBPPsHhewJY4Jfc8i0DJAekbzlxPWOMZDCxgBAekT1lKk6TSIwWn4bRtPtmlq3MbZZFZ1H2SyWppjSKpW5HsvJdh66TCEg6qciEpJ2uO7toPiHuS0nrObWsM0ZzZBsf9fPKhEpmWgOP9P1n7oNojTDH8VMc6ytIebR2CrzPNbrVK6hxKSlUOjemmfzASnVrEIJiORDSQwzsAdIGBBdtPsxdBTHoJBPVPKiAxmEMe73qoNoqEgnPsPYA16mRPvc2hFVn1E8peQNAaDqnjEqLRP9mK8sVKVUz27HktRxbPgah2wrgL1x5NZ4Uloh8BlOFD1lVjUq69j7TW57yM7YS3vgNFG9KMmu95n3m4OW4QFRIsHGP1rpKYEXTRrVWSWLW0G0JSaerjBIjcGSsMYssDC6nOGv2WNxmtA0EBEgerOX1EwIvWSb8XtUjChBXgx2yQpqE9MHMhrxDSrJcTX8oAETfJn9vITyd52SK8KWl43jowSMjH27lG3vBnxE5YMDYsQ6PmrRboWWjlhqqxNUZYWWDGSBE8k4RDRjCNRwY8VV4u6wKIOYqqUBfzM14vi2r,medium,"¥3,580",X604,UGREEN 【Smallest Retractable Charger by Our Company】45W Retractable Fast Charger 3-Port with USB-C Cable (69cm 8-Step Adjustable) 【PSE Technical Standards Compliant】Type-C PD Charger GaN III,"急速充電器タイプC,UGREEN-USB,iPhone 15, 14, 13,携帯電話,ガン,pd,pd3.0,qc3.0,20w,30w"
UGREEN Nexode 巻き取り式 USB-Cケーブル内蔵 充電器 65W,ケーブル,https://www.amazon.co.jp/dp/B0DNSQCRJB,,low,"¥3,780",X605,UGREEN 65W Charger with Retractable Cable【Single Port 65W】69 cm 8-Step Adjustable Extendable Type-C Cable Built-in USB-C/USB-A 3 Ports Simultaneous Charging Possible PD3.0/PPS Suitable for Travel,
UGREEN Nexode 急速充電器 65W 原神モデル,充電器,https://www.amazon.co.jp/dp/B0DK9CLWY4,,low,,,,
UGREEN PD充電器200W 6ポート卓上USB-C急速充電器,充電器,https://www.amazon.co.jp/dp/B09QPFD6JB,,low,,,,
UGREEN Qi2 15W MagSafe充電器 マグセーフ マグネット式 超薄,ワイヤレス充電器,https://www.amazon.co.jp/dp/B0D9GSM9PB,,low,"¥2,880",W703,"UGREEN MagFlow Qi2 15W MagSafe Charger, MagSafe Magnetic, Ultra-Slim Compact Cradle Dock, Wireless Charger, Super Strong Magnet, Just Place to Charge iPhone 16/iPhone 17 Pro/iPhone 16 Pro Max/15/14/13",
UGREEN Revodok 105 USB-C ハブ 5-in-1,USBハブ・ドック,https://www.amazon.co.jp/dp/B0BR3M8XHK,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZegZBfN7OkZnO9JcWIhMKYaZDPR0Ri4vU7R6QQbCxeExTLg3aN0E2WfT9tpuZcYxWRsV5pC48OqjZevyWd4pHHILUIlbPOMQNIrpOkhSS4YLGgop9DIJsBJDAJSScjXaivHPTVcyx9zS47Y7EukPWPPBgAMDdXrfV1utUFlZKrqG9LmiIl9Ta4HhNvoKggGuaEh17TUQ27CSJq7GFzaVrMEdvoPhcrsNyN0CIHT82xaVhEotqROGN498MR5Z1CBrZXx0KwuTU330RODI50E3dv7AITt7umQE2564ivAL9qnbPDp5fqR0irYq7bquRzF51hemSxlthhvIvN1bBuIxYujIPcz2IpFrY4Bwbgdneh7SFewgxd0T9cLqb4rhRtK1CaTy3PfJgEyYHJyyDiAtwqqrcSEuAhCpjsHjD4dHh4bXBCPBRKC3VoSF8CKjJk62cJlr7NJIxxOmfiY495Fo8v77qNKI22QZjSFQwXowUAf1AihzT7kypbugQ345p839y107DtCHkObJxWgEYogHXHsmj0OaqsVdob2GavMtpy1TqwIc4ZOaqJe7tntenLHPSbK6dncWnynIatvlT2dkhTjwcOcul8Feja2QHIZp6zsOOJugCdKdANH8VDNxmHP9ZXoqaL4Bp5lczv9NRZpWpMQg4IuZAe4igJykJ1DKj8K6GySsEh9,high,"¥1,427",CM478,"UGREEN Revodok 105 USB C Hub, 5-in-1, HDMI Output, USB Hub, Type-C 100W, PD Fast Charging, 1 x USB 3.0 + 2 x USB 2.0 Ports, 5 Gbps, Ultra Fast Data Transfer, Slim Hub, 4K@30Hz, Compatible with Window",UGREEN USBハブ 5-in-1 Type-C to 4K HDMI PD100W USB3.0 ハブ マルチポートアダプター ノートパソコン MacBook iPad Pro Samsung Dell HP Lenovo対応
UGREEN Revodok 6-in-1 USB-Cハブ,USBハブ・ドック,https://www.yodobashi.com/product/100000001008295008/,,low,,,,
UGREEN Revodok 9-in-1 USB-Cハブ,USBハブ・ドック,https://www.amazon.co.jp/dp/B0BNBJFFB2,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4mWnTutDt2xAw6gD42oT29KwN0r6A2cGQe46OMeGZf0Vr0rp67JESx5cIJEAJBTfZdgyPlIhakGFoEte3gEjBo4N9jKTHcXF0D8bUMXn9vF8zr9rVBuEg69VMIxkWG496Zrb2fgPqbm7lKgcUAvAKAIuD38ZuocqtepZoIuy3OlQxRDpAq8EhgwL4uQtD618YPe2ckEGFveT9H8u0b0JniC89NaExKAGeD8aw1EazkdVUQx6VP9Rs8wCHWcHo8gnMJVD0mo3tjXiVUN343cErVM8CSU9LjpVDUOuVH7R7S2GsKtpkpAne4kxbi47X0LaJnl8fShB0XtZ2Gz5frhmPGlmSRrIa6ktPxhbHgr1lsFdwuGobBAV9yXLv1xT6Oj0i3MWPPtGsfK9usuMciexFxR6UuJPSLuUO2FLQcrdrSLKpCZX47YcMfX3nMIIgclzx6YOn9MvAWRoZjA0uUpI1ge8RHT9mRcEc5HUv5AptPhUup9syNtyakzwjxUMLuqGpfqAUC9mYVTp7Pna3FT8bs3GphOQBN58kj9bSUcoAugokuP5VQmClN4Ik0OlE7qmymo21pSUpiYp2ZMMdA8fhtcgLntBZqo0zKZTG9fxwpERH2OHnuiJTlRBvhvNeOBlznqIuYwyfzZn66IEwtDm8vyyEPOkTdXlfmU8YHWTT2kzoNZn5ATGAZHS8NbPnCq9cZC36jErznbC9B,high,"¥5,160",15375,"UGREEN Revodok 109 USB C Hub, 9-IN-1, USB-A x 2, USB 3.0 Hub, 4K, 60Hz, HDMI Hub, Type-C PD100W, Fast Charging, 5Gbps High Speed Transfer, SD Micro SD/TF Card Reader, Type C Adapter, Compatible with MacBook Air M1 M2 Pro, Dell XPS HP, etc",UGREEN 9-in-1 USBハブ Type-C - 4K60Hz HDMI 10Gbps USB C&A 1000Mbps RJ45 PD100W SD&TF ノートパソコンアクセサリー MacBook Pro Dell HP対応
UGREEN Revodok Pro 10-in-1 USB-C ハブ,USBハブ・ドック,https://www.amazon.co.jp/dp/B0BXDQS4BD,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4Evz2wD4Xj5WI0t2S0ScvjHZzbhpVPlQQ8iHVGyzNzgLH8gRyJF3THaICTXegKwqrIc3WVUlJ8WM9ar1XqUbA7vE1jXhNfM9dIP4t5LyaiPf7mGSXT15xWbky5LJ04vJPR1V1kV7UGizlHZ3b1rn5uO96GZtHuwTZJLL7KVcNnbxxbWRAKjlLCfN8w7axKLYEbL3zzJtI7GhKhkpUjD6AQKsgmJHVq4FMfbVkcwy5iz7s8acOWL6fgRv9jglxhAeetTqepPuJTs1LthS357TG3vtCJk8MCuXSm053vhbkYVuZoKCMUR1Hxzl6D6DChqnCsWPAj7QTelYBb3vz85coWsXb3xAmzfCXNFhgi7XKUhvznRdkajQPRAfFDMhiMtBT0d7DZe4hQBAQ2Eou5e8gOns7lBHpp6VMquQ6nsBwQKxD20QeUIL6aFxTK4j3yw95moZ5ZY6kCkrC1JSH4r8PKhQTbXT97TBFSoSkbjkpJvB5rocjDmFNyJr8son1s0B782jkE8Rx2Blg8TdMjJdoYyFPsH1YlpdtIdSFiXrP4phtOaFU66pMgnIGAhgyFu4yCvbzFNYHRgrIoy685qCQdI2KNdEEFQRXjtegdGhVc4uZlx08gvGM6pcRZaRoaX3VfNXUYYo2q95GOvG5k7oVw5fv9QsQMCFy8WJt1tlzjaE7NxhinFpwlDwEcHLbuu37FbbxvfCnVxwcl,medium,"¥6,423",15534,"UGREEN Revodok Pro 210 10 in 1 USB-C Docking Station USB C Hub, 2 HDMI Extensions 4K@60Hz, 1 Extended 8K@30Hz, USB A *3+ USB-C 5Gbps Data Transfer Port, 100W PD Fast Charging, 1Gbps Ethernet Port, SD",UGREEN USB ハブ Type-C から 4K HDMI VGA RJ45 PD100W 3.5mm SD&TF USB3.0 スプリッター MacBook ラップトップ Steam デッキ USB-C ドッキングステーション用
UGREEN Revodok Pro 13-in-1 USB-C ハブ,USBハブ・ドック,https://www.amazon.co.jp/dp/B0C1Y8RPG7,,low,,,,
UGREEN Revodok Pro 7-in-1 USB-Cハブ,USBハブ・ドック,https://www.amazon.co.jp/dp/B0BXDSW15H,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4EvbSLunXBodGSjBdoFj4CTUlOLzUofTHjlgI2p0Dr0xUdpt4MtsbUBMUh3y4NhNmZOmhwvnQSlFMCBCrKwdB4I93BMeyR6iFftqHbUJWQuympdUUOgmV0l0X71qVKpORH8ZBYvu83kfVwDkv1i60q461Z86pz3sIDlVHemNBePI6ekS8pfB2TpqL2F3aK6U2uvAiq9ePLjb2ktzsWDGRBj5UfbGtFQjwM58MKXndfjiRnrawaN4GEOLmOrLOYAFOC1wVWHJ94KT7GKNQvPC7wgtdSid3qYmTAq5ad4w2pQVFR3F4Yo7TkFxPy4R4nPmRWckOInNMV22dqiqGQlcUHvFiIX3UOvbtbHy61cperXaOoPGBFiEFrwBGJmN28Dcpop3Zc0vdzHg8tFutCQf2eberBYepPcLPBxUPDR67JpNns4wkyqOKT1I3cDlr8NDjiGF3r0yJWuTyjPFJwDhhHEsxikQ7smMO25Xdo6ANDqlnIzmoDSIXq3bqV4ulPxpC2yzBtSQSSa0neEG1brYRFLKsCplq7sCq7hAfBF9hgwCnKJ0YPfqPRgp6SLgFBhS1QOCPhPcDEcWjl1d2RrbnqRVqhH1ZaXqdiTPMwXwv12efSyw0y6grF6zLjSHGllwja61hvCYoy4UhHFIolylgrUwQQAGuhWTqvxhsiHOnFmGCfO8fyIeuHNLOT6LCtKX5AJNHaG3Uw3bXR,high,"¥3,984",15531,UGREEN Revodok Pro 107 USB C Hub 7-in-1 USB Hub 10Gbps Super High-Speed Data Transfer 2*USB-A 3.2+1*USB-C 3.2(10Gbps) Port Expansion Type-C Power Delivery 100W Fast Charging 4K@30Hz HDMI Output SD/TF,UGREEN デュアル HDMI USB C ハブ 7-in-1 Type-c から 4K HDMI PD 100W USB3.0/2.0 ラップトップ Macbook Pro Air ドッキングステーション USB スプリッター用
UGREEN Revodok USB-C ハブ 6-in-1 100W,USBハブ・ドック,https://www.amazon.co.jp/dp/B0D1XLNWP2,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4k6KUgRzWMt8hSQ0nJXgf7CF8tAi2IIXXywyQjxqA4wQSITDifITXWE0RWE1oLwrgusunQ5QesTe5qY1ZTpg7TvIGVwm3Febnee8duXAAkWQuo17IoKrJjoiTsNwLgSN5UzB8IqMg03SmIdLTzZ4I50NTrlMffXNPTwVLg7KxLktcFxnkz79PzDKz2dUWtNYQfODeX1JUC4T4J18wmmOYqGJj4grU0R42jF4tQLXNAg1tBM8t1CAHyHXxn79YWkiwIL6c0vb5xTnvw3sHKEPOCQ0xnPNw5UEVTElslw4IwP3R82jOYkj2ldQ5KdN7Uvh5SBlutXJbV3PekGpxvvUYOOelolnu5e2w9z0CyrLVwDG3pOWlA2T6jK4mRQJ1M4HgYfvGVBrKmxBdWIa0v8hFOXDCeBhGije76SkDfwHJKPczNDNP7Gi0dBXkPGGelfOSqWdZTE0KpTdGGspXxQguEJpSfZQaYPAOw6Sy3Yt7cVoMcxY7I3ZEl37OX1P4ONO3I2SzzKg1HvtuU2ajrAMWljhwFHKxE7ETY3t7nCCuRDqXD0ovp6wb7Bs1unVpDfV88zCykZEbfatR5Y1P46tPD0gX7Iotrlc9VJUuyscICLS86WznonnyPKZUqS8WC6nk3fcGFQnJ5ip0gBio906cww0BhuteN7VEHUeyDSy1rqoVJ13PNG5XwCgNm6iPWrJPktUU258nNN3lF,high,"¥2,248",AMUH12H,"UGREEN Revodok USB-C Hub 6-in-1 100W USB PD Compatible 4K 60Hz 10Gbps High-Speed Data Transfer HDMI Port USB C 3.2 & USB-A 3.2 Compatible with MacBook Pro/Air, iPad Pro, Thinkpad Rog Ally, etc",UGREEN USB C ハブ Steam Deck ドッキングステーション 6-in-1 Type-C to 4K120Hz HDMI 5Gbps USB-A/C PD100W 1000Mbps RJ45 (ROG Ally、Legion対応)
UGREEN SDカードリーダー Type-C 白,SDカードリーダー,https://www.amazon.co.jp/dp/B0CR6LP5CF,,low,,,,
UGREEN SDカードリーダー Type-C 黒,SDカードリーダー,https://www.amazon.co.jp/dp/B0CR6JS8J9,,low,¥849,35622,"UGREEN SD Card Reader Type C Card Reader SD/TF Simultaneous Read/Write USB 3.0 OTG Function High-Speed Bi-Directional Data Transfer Type-C Interface Compatible with Android Phones, iPhone 15/Pro Max",
UGREEN Type-C 急速充電器 USB-C*3 PD3.0,充電器,https://www.amazon.co.jp/dp/B0CYZJCJV1,,low,,,,
UGREEN Uno 10000mAh マグネット式ワイヤレス充電対応モバイルバッテリー,モバイルバッテリー,https://www.amazon.co.jp/dp/B0D7CG2PHM,,low,"¥5,229",PB572,"UGREEN Uno PowerBank Magnet (10,000 mAh, Qi, 7.5W USB-C x1) with Foldable Stand, Mobile Battery, Qi Wireless Charging Compatible, TFT Screen with Expression Display, Type-C PD 20W Fast Charging",
UGREEN Uno 10000mAh ケーブル内蔵型モバイルバッテリー,モバイルバッテリー,https://www.amazon.co.jp/dp/B0D1XKS2LP,,low,,,,
UGREEN Uno 2-in-1 マグネットワイヤレス充電ステーション 15W,ワイヤレス充電器,https://www.amazon.co.jp/dp/B0D4DX8PH3,,low,"¥5,446",W709,"UGREEN Uno Qi2 15W Wireless Charger, MagSafe Compatible, iPhone Wireless Charging, 2 Devices Simultaneously Rapid Charging, Face Display, Adjustable Angle, 2-in-1 & USB C Port Extended, Compatible with iPhone 17/16/15/14/13/12/AirPods Pro, 3/2/1/iWatch, Wireless Earphones",
UGREEN Uno 5000mAh マグネット式ワイヤレス充電対応モバイルバッテリー,モバイルバッテリー,https://www.amazon.co.jp/dp/B0D228PXC7,,low,,,,
UGREEN Uno 6 in 1 USB-Cハブ,USBハブ・ドック,https://www.amazon.co.jp/dp/B0D2Q5XJY9,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4EgnW4046HYxbn9mqwlUjD1Env8u8fjQAd7rPZaAvRFvCHEZLqAzrYZGgxVi1MXm9quSscwRneln50nS6oxsZUTdB9Wje2jVWaAji7wX2Z2ogRrUIUV4noDThL1sasj3b8XBQczJ1KshzjS964xEwI1j6WKWQ9BNqPMCit7nZcakcOxflBP4SyPvz6bVWn7IVjUXH1k58tT8ErpZGtTWCzb7V324RbCgEhv1yZsRHMpPVc4beoXp1YoK5UzDDP8K9pq2W8ed2ofWOjL9zoTmRCn4ZQoB2jBtNfPpyDS99RAvaOVwmntfdIeU1hSOSYJQkfV9ouUPfA0gLfEj61RnVeJYtSUJBoZza3kz76Vn99Tvmz4eroMYfXf4ATLZqNijS6nxT36Nt7ArLYlcBXCiUGA8NssQj6H8RUl2VIXOpFjpbijDzwh8sB5mLDKyeZrJorXarVSNqovWQ3H6KFRWAo38kerRNGiZQNevr8ktsBzOa9lF178KqMTFAkeD7E8AQ6mbhawUhRXrsTPpEXiesWNuQZvmtU1jYE49ubSGBXOYyUSEd6N2VEwlknt3YtkM590Ed92XbiNB6aog2UXMwtWuRNLO9jbPPInHRjHmqmtxRTnlIj6Yz0WRegOPzRQfos13FALYXG5XYxuhOrR2R5MS1cfIGyrXTgPyD9JeBdz8rqahBSZALdWd08ptJ7TuYJZuRTYe1DqoTF,medium,"¥4,259",35998,"UGREEN Uno 6 in 1 100W PD Fast Charging 10Gbps 4K@60Hz USB-C Hub USB 3.0 Hub HDMI Output USB-C & USB-A High-Speed Data Transfer Compatible with MacBook Pro/Air, iPad Pro, Surface, XPS, Thinkpad",UGREEN Uno USB-Cハブ 8-in-1 Type-C to 4K60Hz HDMI 10Gbps USBポート スプリッター SD TF PD100W ノートパソコン MacBook iPad Samsung Dell対応
UGREEN Uno Magnetic Wireless モバイルバッテリー 10000mAh 15W,モバイルバッテリー,https://www.amazon.co.jp/dp/B0D7CFCRBN,,low,,,,
UGREEN Uno Type C ケーブル 100W/5A PD3.0 超急速充電,ケーブル,https://www.amazon.co.jp/dp/B0D7BL47CK,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZeOZlC1sSIvXPz34xHOtHVk2UXA1PkYsUtj9L3xgIxmxO64AKxn4DRHhQaIBHXgkjVAkmXI0uqpsh5FEBKUECimu8qMgoRgt90uwX5jDNxp98rXp07zdxcDuBj9WFpHZ6msta803ypLnMnx1om1mw6uNInbqmqaulfZ15WZZWCH1ZiL4MLseAaH77ruyXVaB4UTGjeM1TwW4b7necJRfMKyVJNmvBlBVGY4scGnw621utylOvnrAs7Z9Bl0WlwoUWHn7gfKhNkju3LISstx54RKVDGHqmZcY7FzEHyA8Vessk1tbGbW1vMP7nYv47xLa3WeCcv23JnbSYohKTP8bb6yW743YfHb4RnrCRUFAjeCiMJ5NhFDXGtuuKyExE3bOxZmhcumkFR7tLVStabED2IJSIIMvulMjycgJKbsVzZSVEGtEGXIS7q92nTZbk1tWBYePm5ydOD1P7gZRyecFJppfTwMl17di28yc5vj7vKGDZl34E66eUic6pe3UIgbXiy8BcNfXDkzPMMhbVFIZTxR4k30EqBm8kjlb5iWC7n6I7YxZVK5Qh1XSsiqTtUIrE2pJt1a3agYkcf4mR9Av7cU4RBOiS0KdWOY2z2o9APaiFcdVrFJMnNeNX05Nh5tdAigKL23QbZ9vOyyChW5CiaYlDX8Ni4xoSg3xKW5hK7EVCTDheFZ,high,"¥1,495",,"UGREEN Uno 100W USB C Cable iPhone Charging Cable PD3.0 100W/5A iPhone 17 16 Rapid Charge LED Smile Visualization Funny Type-C USB C to C Cord Durable Compatible with iPhone Series, MacBook Pro",UGREEN UNO PD100W USB C to USB C ケーブル 急速充電 ノートパソコン iPhone 17 16 Type C データコード Samsung Xiaomi Poco 5A 充電対応
UGREEN Uno 急速充電器 100W,充電器,https://www.amazon.co.jp/dp/B0D3XR6S47,,low,"¥5,980",X688,"UGREEN Uno 100W PD Charger, Robot Type, 4 Ports, USB-C x 3, USB-A x 1 Typec, USB Outlet (See Charging Status by Expressions, Detachable Magnetic Boot), Compatible with PD/PPS/QC4+/SCP Standard, MacBook Air/iPad Pro/iPhone 17-8 Series/Galaxy/Xperia/Pixel Compatible, PSE Certified",
UGREEN Uno 急速充電器 30W,充電器,https://www.amazon.co.jp/dp/B0BZHZ56M9,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVYQoBKPqGMJMj4T4d9Kgh7qVfHG0r34UVPsVltlD8tP1Xfyln0SvTJyJWuy7nZoAJdjg0gEaGNQLasjgag837yLg2hUGDPxwka8n1PMq7jVbetP13S8HCXPR96QY9SpMESK5xUsRRLEMUeRpH9zUnmKXk876wXYolVbJGoaezYEh63rATBjcdJuUHbbWJAMfPesyKg1l9c0yKrawzgg3NQdwuI3446GW3GIMrIfuIiIq8ewclqTuplYnakZEiSWMESQhvYXrHv6wALx7rvgbXgGDdYHVgoCzwjf5ZAJAusYw9og4qE73MBvtBE5iwGAWJs2UfaKli8a64jhEVSQ9p3Fi0AH8vqaNe7O29ePV68dV9JL1krzzyz3rOqEVLSj2BpngoNvJVpgZO28BO8ISAu4SQkiNk3CutjtOhSOtyynYD77XAVSG2PVGZGabCXcdjkfu3HiMILiLBfPwDSvfgQa4FrynQnceM5Yn6mi1S2x9PBlnrxEuJxDRaGpv9p6rmjUP1Nj7CZcqtD3HBhhOpecNzWIc4G5HXxw0aK8AfOVCL5SeDQkMjFauxW9bg2V8FlO1mVRo7eIu6rRLA3Ku3SmFDxJX6cyc4VgnFMSJ4UbBXGvf3cSBcf90YLNo9Y5J85OtKT6ihkv00TpOZ7njuGA6FQyprhnIb8FQEe5uKRIAuBsZDX7d,medium,"¥2,100",15550,UGREEN Uno 30W PD Charger Robot-shaped USB-C Charger 【Expressions show the situation・Detachable magnetic boots included】 GaNFast equipped PD/PPS/QC4+ standard compliant PSE technical standards,"Ugreen-デスクトップ充電器,アダプター,延長アダプター,アダプター,iPhone 15 14 pro max xiaomi壁用,アダプター30w"
UGREEN Uno 急速充電器 65W,充電器,https://www.amazon.co.jp/dp/B0CY56KRCX,,low,"¥3,980",CD361,"UGREEN Uno Charger, 65W Rapid Charger, USB-C x 2 and USB-A x 1, Supports PD/PPS/QC4+/SCP Standards, Compatible with MacBook Air/iPad Pro/iPhone 17-8 Series/Galaxy S24-S10 Series/Xperia Series/Pixel Series, PSE Certified, Pink",
