ASIN,商品名（簡潔）,カテゴリ,価格(JPY),元価格(JPY),星評価,レビュー数,月間販売数,型番,在庫,商品URL,メイン画像,元タイトル
B0DP9R2LRG,Thunderbolt 4 ドック 240W,USBハブ・ドック,2519,3290,4.3,942,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DP9R2LRG,https://m.media-amazon.com/images/I/61UZLotHbKL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN USB4 Gen4 Cable 80Gbps Bi-Directional High-Speed Data Transfer PD3.1 240W Fast Charging Compatible with Thunderbolt4/3 USB 3 Downward Compatibility 16K@60Hz Video Output High Durability Nylon
B07V6PBRYG,USB-C ケーブル 60W 2m,ケーブル,1442,1890,4.2,3512,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07V6PBRYG,https://m.media-amazon.com/images/I/61LzZYBmR8L._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen L-Shaped USB C Cable, Type-C, L-Shape, 60W/3A, PD3.0 Rapid Charging, C to C, Nylon Braided, Compatible with iPhone 17/16/15 Series, Mac Book/iPad/Galaxy/Google/Switch/Drone, 6.6 ft (2 m)"
B088CQZ91C,ケーブル 2m,ケーブル,1099,,4.4,4990,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B088CQZ91C,https://m.media-amazon.com/images/I/61zzaB7skAL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 3.5mm Audio Cable Male to Male Heavy Duty Nylon Aux Cable 3.5mm Stereo Mini Plug Headphone Cable Nylon Braided Male to Male Audio Cable Heavy Duty for Headphones, Speakers, Sounds, Cars, iPhones, iPads, iPods, PC and More 2M"
B09L4XN5CT,HDMI ケーブル 2m,ケーブル,1359,1599,4.4,2129,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B09L4XN5CT,https://m.media-amazon.com/images/I/6163ne-TnsL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN HDMI Cable, 10K, 8K, Ultra Fine, HDMI 2.1 Cable, Slim, 6.6 ft (2 m), Ultra High Speed, 48Gbps, 8K@60Hz, 4K@120Hz, Dynamic HDR, HDCP, eARC, 3D Ethernet, Compatible with PS5/PS4, Xbox Series X/S"
B0C4D8SCCQ,Thunderbolt 4 ドック,USBハブ・ドック,2124,2499,4.3,5674,400+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0C4D8SCCQ,https://m.media-amazon.com/images/I/613ib8Jq2PL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 8K 60Hz USB C to DisplayPort Conversion Cable [Unidirectional Transmission from C to DP] [DP1.4/Thunderbolt 4/3 DP Alt Mode] 4K 240Hz 144Hz DisplayPort Cable Compatible with iPhone 15, MacBook"
B07QL63BBJ,ケーブル,ケーブル,649,999,4,5082,1K+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07QL63BBJ,https://m.media-amazon.com/images/I/711mZ0aU7RL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Earphone Extension Cord 3.5mm Audio Cable 4-Pole/TRRS Nylon Braided AUX Headphones Hi-Fi Sound Quality Multiple Shielding 24K Gold Plated Compatible with Smartphones/Android/iPhone/PC/TV
B082TFDRXB,ケーブル 1m,ケーブル,879,1099,4.1,599,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B082TFDRXB,https://m.media-amazon.com/images/I/61VoFTMuaPL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN RCA Cable 1M Audio Cable Stereo Audio Cable 2RCA to 2RCA (Red/White) Converter HiFi Sound Quality 24K Gold-Plated Connectors
B07Z96GHBQ,Lightning ケーブル 1m,ケーブル,1279,1513,4,2725,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07Z96GHBQ,https://m.media-amazon.com/images/I/61FCW0Te9iL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN L-Shaped USB C to Lightning Cable【MFi Certified】Lightning Cable Power Delivery Compatible 3A Fast Charging for iPhone 14 / iPhone 13/12/11/ iPad Mini, etc. Nylon Braided (1M)"
B0B27JZFQ2,USB-C ケーブル 100W 1m,ケーブル,1104,1299,4.3,6564,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0B27JZFQ2,https://m.media-amazon.com/images/I/41UC7qCiQaL._SY445_SX342_QL70_ML2_.jpg,"UGREEN USB Type C Cable, 100W / 5A PD3.0 Compatible, Ultra Fast Charging, 3.3 ft (1 m), USB C Cable, Nylon Braided, Built-in E-marker Chip, Fast Data Transfer, Compatible with Type C Devices such as"
B089F9VF6P,SSD/HDDケース,SSD・HDDケース,1249,1469,4.1,7542,50+ bought in past month,,In Stock Click here for details of availability. In Stock,https://www.amazon.co.jp/dp/B089F9VF6P,https://m.media-amazon.com/images/I/61TLu+VU-SL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Cable Male-Male USB 3.0 A-A Type 5Gbps High-Speed Transfer High Durability with Aluminum Shell and Nylon Braid for Light Supply Compatible with Cooling Fans, HDD, TV Box, Camera, DVD Player"
B0D1VKFG99,USB-C ケーブル 100W 1m,ケーブル,998,1399,4.7,2645,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D1VKFG99,https://m.media-amazon.com/images/I/61ZOZEiAlhL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 100W USB C Cable, USB PD, PPS Compatible, Rapid Charging, E-Marker Chip, Data Transfer, High Quality Stainless Steel Housing, Nickel Plating, Durable Nylon Braided Type, CtoC Cable, Compatible with iPhone 17/16/15 Pro, Galaxy, Xperia, iPad Pro, MacBook Pro/Air, 3.3 ft (1 m)"
B07H27WH66,アンプ,オーディオ機器,1599,1999,4.3,8806,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07H27WH66,https://m.media-amazon.com/images/I/61Rci+h8NuL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Microphone Cable Male to Female XLR Cable Cannon Cable 2M XLR Balanced Connection for Recording Compatible with High-Durability Condenser Microphones/AV Amplifiers/Speakers and Other Recording
B00P0GI68M,SSD/HDDケース,SSD・HDDケース,559,699,4.1,32623,400+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B00P0GI68M,https://m.media-amazon.com/images/I/61PqXHcKGUL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Mini USB Cable [USB 2.0 A Male to MiniB] Male Gold Plated Connector, Compatible with PS3, Drive Recorder, Digital Camera, HDD etc. 3.3 ft (1 m)"
B00B2HOY4S,ケーブル 2m,ケーブル,1189,1399,4.2,5023,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B00B2HOY4S,https://m.media-amazon.com/images/I/61VoFTMuaPL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN RCA Cable, 6.6 ft (2 m) Audio Cable, Stereo Audio Cable, 2 RCA to 2 RCA (Red/White) Conversion, HiFi Sound Quality, 24K Gold Plated Connectors"
B0FRLZRQ7Z,マウス ワイヤレス 4000DPI,マウス,1824,2069,4.4,349,500+ bought in past month,85082,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FRLZRQ7Z,https://m.media-amazon.com/images/I/618+bzzcGaL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Wireless Mouse, Wireless Bluetooth & 2.4 GHz, Silent Mouse, 6 Buttons, USB C, Rechargeable, Up to 4000 DPI, 5 Adjustable DPI Levels, Compatible with Windows, PC, Chromebook, and More"
B0CD1FDKT1,LAN ケーブル,LANケーブル,2474,3299,4.4,3034,500+ bought in past month,UG-USBC-25052,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CD1FDKT1,https://m.media-amazon.com/images/I/61dz3hgXEbL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Wired LAN Adapter 2.5Gbps Super High-Speed Communication USB Type C to RJ45 2500Mbps USB LAN Conversion Adapter Ethernet Adapter Gigabit LAN Cable Compatible with iPhone Series/MacBook Pro/iPad
B0GZ9176H4,USB-C ケーブル 2m,ケーブル,,,4.3,6467,,,Click here for details of availability.,https://www.amazon.co.jp/dp/B0GZ9176H4,https://m.media-amazon.com/images/I/71Wj1I+QfgL._AC_SX300_SY300_QL70_ML2_.jpg,UGREEN USB 3.0 typec ケーブル Quick Charge 3.0 usb c ケーブル 急速充電 5Gbps データ転送 ナイロン編み 高耐久性iphone17シリーズ Galaxy S21 S20 Flip Note 9T Note 8 Xperia 10 II PS5 などに対応 2M (× 2)
B0C76ZD7KV,Webカメラ,カメラ・キャプチャ,2099,2799,4.1,5731,500+ bought in past month,15728,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0C76ZD7KV,https://m.media-amazon.com/images/I/61OOmC0MH7L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Webcam, FineCam Lite Web Camera, 1080P @ 30Hz, 2 Megapixels, 85° Ultra Wide Viewing Angle, Built-in Mic, Automatic Light Compensation, Clip/Stand, Plug & Play, PC Camera, Windows 7/8/8.1/10/11, Mac OS Zoom/Teams/Skype/Live Delivery, For Home Work, Classes/Meetings"
B07PG6WD1F,急速充電器,充電器,845,990,4.3,1780,1K+ bought in past month,60447JP,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07PG6WD1F,https://m.media-amazon.com/images/I/614x0ZmvotL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Micro USB Converter Adapter 2-Pack USB C to Micro USB Converter Connector Fast Charging and Data Sync Compatible with Xperia, Galaxy S7 Edge, Nexus, P10 Lite and Other Micro USB Devices with"
B07Q97VFNS,Lightning ケーブル,ケーブル,1359,1517,4,4845,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07Q97VFNS,https://m.media-amazon.com/images/I/61lcsuzTqWL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Lightning USB Cable L-Shaped MFi Certified iPhone Charging Cable Sideways Game Use for iPhone 14 13 12 11 iPad AirPods etc. Lightning Compatible iPhone Charging Cord Black 1 Meter (3.3 Feet)
B07G7226KG,USB-C ケーブル 1m,ケーブル,952,1190,4.3,4551,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07G7226KG,https://m.media-amazon.com/images/I/61hXFKt7qTL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type-C Cable, USB-A to USB-C Cable, L-Shaped, Nylon Braided, 3A Fast Charging, Quick Charge 3.0/2.0 Compatible, 56K Resistor Installed, Compatible with iPhone 15, etc., 3.3 ft (1 m)"
B0DJ2XZB1X,DisplayPort to HDMI Conversion Adapter 4,その他,1199,1499,4.3,2221,500+ bought in past month,55935,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DJ2XZB1X,https://m.media-amazon.com/images/I/61eRX+FVg+L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN DisplayPort to HDMI Conversion Adapter 4K@30Hz 2pack
B0798LV896,SSD/HDDケース,SSD・HDDケース,1189,1399,4.2,1918,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0798LV896,https://m.media-amazon.com/images/I/51iXSFmoQiL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB 3.0 MicroB USB Cable Type A Male to Micro Type B Male High-Speed Transfer and Fast Charging Compatible with External HDD, SSD, Blu-ray BD Drive, Digital Camera, Galaxy Note 3, S5, etc. 2M"
B01EFPX9XA,SDカードリーダー,SDカードリーダー,849,999,4.1,25135,1K+ bought in past month,20250,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B01EFPX9XA,https://m.media-amazon.com/images/I/6155TeibrLL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Card Reader, USB 3.0 High Speed SD TF Card Reader Writer with 2 Slots Card Simultaneously Read and Write"
B00B2HP1FY,ケーブル,ケーブル,934,1099,4.2,6555,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B00B2HP1FY,https://m.media-amazon.com/images/I/61VGM46dbzL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 25cm RCA 3.5mm Stereo Mini Plug Female to 2RCA Male Red and White Cable Y Splitter Gold Plated RCA 3.5mm
B07WR5PYLJ,USB-C ケーブル 100W,ケーブル,1767,2490,4.2,1250,300+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07WR5PYLJ,https://m.media-amazon.com/images/I/61srHIiH4QL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN USB Type-C Cable 【4K/60HZ Video Output】 PD 100W/5A Fast Charging USB 3.1 Standard Thunderbolt 3 Compatible 5Gbps High-Speed Data Transfer E-marker Built-in Type C Cable Compatible with iPhone
B0CGHQ8HQR,キーボード,キーボード,2199,,4.5,11371,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CGHQ8HQR,https://m.media-amazon.com/images/I/619yXna8GRL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB B to C Printer Cable, USB Cable, Type-C to Type-B Cable, High Durability, for Audio DAC, Mixer, MIDI Keyboard, Electronic Piano, DJ Controller, Printer, Scanner, Fax Machine, 16.4 ft (5 m)"
B07VQTRYY4,USB-C ケーブル,ケーブル,600,750,4.3,971,500+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07VQTRYY4,https://m.media-amazon.com/images/I/71KRIcVVTaS._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Micro USB Cable, Fast Charging Android Cable, High-Speed Data Transfer, Nylon Braided, Over 10,000 Bend Tests, Compatible with Sharp Aquos/Sony Xperia/Asus/Galaxy and More, Charging Cord for"
B0DYV5MPLF,マウス,マウス,1529,1799,4.2,3544,500+ bought in past month,75073,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DYV5MPLF,https://m.media-amazon.com/images/I/61xaLCwzI8L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Bluetooth 6.0 Adapter, PC, USB Bluetooth Dongle Receiver, EDR & BLE Mode, Compatible with Windows 11/10/8.1, Plug & Play, Compatible with Headphones/Keyboard/Mouse/Speakers/Printers, Loss"
B0C77RKVHG,HDMI ケーブル,ケーブル,1999,2699,4.4,2129,300+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0C77RKVHG,https://m.media-amazon.com/images/I/61M2xwoX7PL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN HDMI Cable 10K 8K Ultra-Slim HDMI 2.1 Cable Slim 16.4 ft Super-Fast 48Gbps 8K@60Hz 4K@120Hz Dynamic HDR HDCP eARC 3D Ethernet Compatible Easy to Handle PS5/PS4 Xbox Series X/S HDTV Projector
B086DPB7LH,ルーター,ネットワーク機器,1018,1199,4.4,8115,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B086DPB7LH,https://m.media-amazon.com/images/I/71IMYh8I2vL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN LAN Cable, CAT7 (2M) Mesh LAN Cable, Category 7 Connector, Ultra Bright 10Gbps/600MHz CAT7 Compliant, Ethernet Cable, Anti-Breakage Shield, Compatible with Modems, Routers, PS3, PS4, Xbox and More"
B00QV3THB8,USB 延長ケーブル 0.5m,USB延長ケーブル,879,1099,4.2,27119,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B00QV3THB8,https://m.media-amazon.com/images/I/61jAXOVb5-L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN HDMI Extension Cable Extension Cord 4K 60Hz 3D Support (HDMI Male to Female) for PS4/PS3 Fire TV Stick, HDTV, PC, Switch and More High Speed Gold Plated Connectors-0.5m"
B0CY1Y3TSQ,急速充電器,充電器,1274,1499,4.3,15017,1K+ bought in past month,US701,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CY1Y3TSQ,https://m.media-amazon.com/images/I/51F002tutSL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN USB Type-C Adapter USB 3.1 10Gbps Type C Female to USB 3.0 Male Converter QC3.0 Fast Charging and High-Speed Data Transfer Sync Compatible with Windows 10 / Mac OS MacBook iPad Pro iPhone 13/12
B091B4SWR7,スマホホルダー,スマホアクセサリー,2143,2899,4.4,7512,500+ bought in past month,20471,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B091B4SWR7,https://m.media-amazon.com/images/I/51F+GdVLq-L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Vertical Laptop Stand, PC Stand, Vertical Storage, Adjustable Width, Aluminum Alloy, Silicone Rubber, Scratch-Resistant, Compatible with All Mac, Surface, iPad, HP, etc. (Gray)"
B0CFQ2BMPZ,Thunderbolt 4 ドック 2-in-1,USBハブ・ドック,2549,3399,3.9,1619,300+ bought in past month,25854,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CFQ2BMPZ,https://m.media-amazon.com/images/I/61YYkY3FY-L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN HDMI Capture Board 1080P 60FPS 4K Input Video Capture 2in1 USB Type C Thunderbolt 4 Compact and Lightweight Game Streaming and Live Broadcasting Video Recording Live Meetings Switch PS5 Xbox
B08TQKNC62,DAC,オーディオ機器,1359,1580,3.8,4672,300+ bought in past month,30638,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B08TQKNC62,https://m.media-amazon.com/images/I/51sydcG0HSL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Type C Earphones, Wired HiFi with Microphone, Canal Type, Clear Calls, Volume Control, Remote Control, USB C DAC Equipped, Sound Leak Proof, Environment Noise Cancelling, Compact and"
B0DZX8GQB5,ワイヤレス充電器 25W MagSafe,ワイヤレス充電器,3293,4390,4.1,832,500+ bought in past month,W758,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DZX8GQB5,https://m.media-amazon.com/images/I/61v3RDRtYKL._AC_SY300_SX300_QL70_ML2_.jpg,"Ugreen MagFlow 2025 Latest Technology Innovation, 25 W Qi2 Wireless Charger, Car Mount, Air Conditioning Outlet Mount, MagSafe Compatible, Super Strong Magnetic, Quick Charging, Just Place It On, iPhone 17 Pro Max, 17 Air, iPhone 16 (iOS 26 Version), Max 25W Output Magnetic, MagSafe Charger, Qi2 Certified 360 Certified Degree rotation with one hand Operation Smartphone Holder"
B08Y8CJKJC,スマホケース,スマホアクセサリー,1279,1599,4.2,1751,50+ bought in past month,20805,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B08Y8CJKJC,https://m.media-amazon.com/images/I/614PQ78umcL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB 3.0 Hub, 4 Port Expansion, Compatible with Laptops, PS5, PS4, Xbox, Surface, USB-C Port for Power Supply, Supports Both Self and Bus Power, Aluminum Case, Ideal for Home Work, Gaming"
B0CYSRB4M2,USB 延長ケーブル,USB延長ケーブル,1495,2080,4.2,10515,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CYSRB4M2,https://m.media-amazon.com/images/I/71QymOTrhfL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB-C Extension Cable, Extension Cord, PD Compatible, 100W/5A, Fast Charging, USB 3.2, Gen2 (10Gbps), Fast Data Transfer, Compatible with 4K @ 60Hz, Type C, Thunderbolt 3 Compatible, Two-Way"
B0CWV2Q6HJ,Wired LAN Adapter 2.5Gbps USB LAN Conver,その他,2385,3180,4.3,1809,300+ bought in past month,25051,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CWV2Q6HJ,https://m.media-amazon.com/images/I/61hNx-6c0EL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Wired LAN Adapter 2.5Gbps USB LAN Converter Adapter USB A 3.2 Gen 1 2500Mbps Ethernet Adapter Gigabit Ethernet Compatible with Windows/Mac OS
B0CR6JBJDH,USB-Cハブ 4-in-1,USBハブ・ドック,1679,2199,4.2,3483,500+ bought in past month,CM806,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CR6JBJDH,https://m.media-amazon.com/images/I/61KytWUwxnL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB-C Hub 4 Ports 4xUSB-C USB3.2 Gen2 10Gbps High-Speed Data Transfer Lightweight Conversion Adapter 4-in-1 Type-C Expansion Hub Compatible with MacBook Pro/Air, iMac, iPad Pro/iPad Air, iPhone"
B0D7VS1HSW,USB-C ケーブル 100W 1m,ケーブル,,,4.6,2,,CD244,Click here for details of availability.,https://www.amazon.co.jp/dp/B0D7VS1HSW,https://m.media-amazon.com/images/I/61jPGlYIJdL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Nexode 65W Rapid Charger, Type-C, Genuine Product, 3 Ports, 2 USB-C and 1 USB-A, UGREEN 100W USB C Cable, 3.3 ft (1 m)"
B0F8MNGVRZ,USB-Cハブ 6-in-1 100W,USBハブ・ドック,3108,4199,4,203,100+ bought in past month,75775,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F8MNGVRZ,https://m.media-amazon.com/images/I/71nYXbUqxDL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Hub, 6-in-1, 4K@60Hz, USB-C Video Output, 100W, PD Input, 5 High-Speed USB Ports, USB-A 3.2, Gen2, 10Gbps, High Speed Transfer, Equipped with USB-C and USB-A Port, Compatible with Macbook, Neo, Windows, MacOS, Linux, etc"
B09PHNR8KJ,スマホホルダー MagSafe,スマホアクセサリー,1863,2299,3.9,3669,200+ bought in past month,90527,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B09PHNR8KJ,https://m.media-amazon.com/images/I/519zBCnSFoL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Car Holder, Magnetic Type, Compatible with Magsafe, Ultra Strong Magnetic, One Hand Operation, Car Smartphone Holder, Compatible with Air Conditioning Vent, 360° Rotation, Stable, Easy Installation, Compatible with 4.3 - 7.6 inches, iPhone 17, 16, 15, 14, Samsung, Xperia, LG, Huawei, etc"
B0B129NNV1,HDMIスプリッター,HDMI関連,2479,3180,3.7,622,100+ bought in past month,90513,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0B129NNV1,https://m.media-amazon.com/images/I/61pztoQeYTL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN HDMI Splitter 1 Input 2 Output 4K@60Hz HDM Splitter [Includes HDMI Cable] Dual Screen Output 3D Image Support HDCP2.2 [Confirmed Operation with PS3/PS4/PS5/Switch]
B0FCSLL62Y,キーボード ワイヤレス,キーボード,3693,5280,4.1,83,300+ bought in past month,K552,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FCSLL62Y,https://m.media-amazon.com/images/I/61Dj1wsoH4L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Wireless Keyboard, Bluetooth & 2.4G, Full Keyboard with Numeric Key, USB-C Rechargeable, Thin, JIS Japanese Layout, Supports Up to 3 Multi-Pairing Devices, Compatible with IOS/Android/Windows/Mac OS"
B0F6LG4JTZ,スマホケース,スマホアクセサリー,1399,1999,4,1176,200+ bought in past month,CM520,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F6LG4JTZ,https://m.media-amazon.com/images/I/51Q8sPcxFWL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN FineTrack Mini Smart Finder 1 x Apple ""Find"" (iOS Only) Compatible with iPhone, 18 Months Replaceable Battery, 80dB Beep Sound Smart Tag, Anti-lost Tag/Finder, Bluetooth Tracker for Bags, Keys, Suitcase, Passport"
B0BVFSF57H,スマホホルダー,スマホアクセサリー,1799,2190,4.1,4844,400+ bought in past month,15321,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BVFSF57H,https://m.media-amazon.com/images/I/61AyUWfpuBL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Car Mount Phone Holder Air Vent Non-Blocking Gravity-Style Holder Freely Adjustable Arm Mobile Phone Holder Car 4.7 to 7.2 inches Compatible with iPhone 17 16 15 14 Xperia AQUOS and More
B07VNM61ZL,USB-C ケーブル 2m,ケーブル,915,998,4.3,971,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07VNM61ZL,https://m.media-amazon.com/images/I/71KRIcVVTaS._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Micro USB Cable Fast Charging Android Cable High-Speed Data Transfer Nylon Braided Multi-Device Compatible Charging Cord Android Smartphone Charging Cable Micro USB Cable (2m)
B0DXKZD42L,SSD/HDDケース NVMe,SSD・HDDケース,106255,129880,4.2,91,,DXP480T Plus（HDD付属なし）,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DXKZD42L,https://m.media-amazon.com/images/I/51HM+9TPNEL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN NAS DXP480T Plus 4 Bay All-Flash SSD NAS Intel i5 1235u 10 Core CPU 8GB DDR5 RAM Internal 128G SSD 10GbE Port Wi-Fi 6 4 * M.2 NVMe Slot 8K HDMI 2 * TBT4 Network Connection Storage (Hard Drive
B07V7SGJH3,USB-C ケーブル 60W,ケーブル,1275,1590,4.2,3512,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07V7SGJH3,https://m.media-amazon.com/images/I/61LzZYBmR8L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN [L-shaped] USB C Cable Type-c L-shaped 60W/3A PD/PPS Fast Charging C to C Nylon Braided Compatible with iPhone 17/16/15 Series/MacBook/iPad/Galaxy/Google/Switch/Drones and Other USB-C Devices
B0H371NZS9,USB-A ケーブル 18W 1m,ケーブル,1812,2589,,,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0H371NZS9,https://m.media-amazon.com/images/I/711qos9UkfL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 充電ケーブル USB A to C 2本+6個セットマグネット式ケーブルホルダー 【18W急速充電/3A】 タイプCケーブル 1M 2本+ 6個 コードオーガナイザー 粘着式 デスク周り整理 【CarPlay対応/高耐久】 iPhone 17/16/15/Android対応 ブラック
B0F8NN6B5C,USB-C ケーブル 18W 5m,ケーブル,2828,3880,3.9,176,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F8NN6B5C,https://m.media-amazon.com/images/I/616GSjHdkQL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN VR Link Cable 5m USB-A to USB-C for Quest 3/Quest 3S/Quest 2/Pro/Pico 4, USB3.2 Gen1 5Gbps High-Speed Data Transfer, 18W Fast Charging, Signal Boosting Chip, 90° L-Shaped Plug for PCVR Gaming"
B085G36K9V,USB-C ケーブル 60W,ケーブル,1519,1899,4.3,14138,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B085G36K9V,https://m.media-amazon.com/images/I/61Uc1zXpngL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable, L-Shape, Type-C, L-Type, PD, 60W/3A, Rapid Charging, Anti-disconnection, Nylon Braided, For Android Smartphones, iPhone 17/16/15 Series, MacBook/iPad/Galaxy/Google/HP/Switch/Drones"
